number,status,play number,score,year,topic
2305,72,23.5y,6.5,2017,11
2306,58,7.4y,7.3,2017,11
2307,52,2.1y,6.8,2017,11
2308,78,1.4y,6.3,2017,11
2309,16,1.8y,6.3,2017,11
2310,54,1.2y,6.2,2017,11
2311,5,6548.4w,8.5,2017,11
2312,,34.0y,7.9,2017,11
2313,,2017.7w,6,2017,11
2314,,2.6y,7.3,2017,11
2315,,4015.1w,7,2017,11
2316,55,114.5y,7.5,2016,11
2317,18,22.3y,7,2016,11
2318,28,26.1y,7.3,2016,11
2319,62,37.7y,6.5,2016,11
2320,40,9.8y,6.7,2016,11
2321,62,1.1y,6.4,2016,11
2322,25,8010.4w,7.9,2016,11
2323,,1.7y,6.3,2016,11
2324,,1107.6w,6.3,2016,11
2325,58,56.3y,8,2015,11
2326,48,7.8y,6.5,2015,11
2327,66,4.8y,6.2,2015,11
2328,72,2.7y,6.8,2015,11
2329,35,2.7y,,2015,11
2330,62,4.4y,6.3,2015,11
2331,36,1.0y,7.6,2015,11
2332,39,6.3y,,2015,11
2333,50,5.6y,7.8,2015,11
2334,44,10.1y,8.4,2014,11
2335,75,4.7y,,2014,11
2336,10,1.8y,9.5,2014,11
2337,63,6230.4w,6.5,2014,11
2338,,34.0w,8.4,2014,11
2339,51,2.6y,9.4,2013,11
2340,62,6.0y,8.5,2013,11
2341,10,1.8y,9.5,2013,11
2342,10,2.1y,9.5,2012,11
2343,,9497.1w,6.8,2012,11
2344,,21.8w,8.4,2012,11
2345,86,17.3y,8.8,2011,11
2346,72,15.1y,9.1,2011,11
2347,36,1.6y,7.4,2011,11
2348,10,3.8y,9.5,2011,11
2349,50,6.6y,7.6,2021,12
2350,39,3.1y,7.6,2021,12
2351,32,2.1y,7.5,2021,12
2352,51,55.5y,8.4,2020,12
2353,43,2.9y,7.5,2020,12
2354,24,7642.7w,7.4,2020,12
2355,50,99.2y,9.1,2019,12
2356,50,70.9y,7.8,2019,12
2357,56,24.3y,7.1,2019,12
2358,37,6.4y,6.1,2018,12
2359,32,7.7y,,2017,12
2360,40,4.4y,7,2017,12
2361,42,6.8y,7.8,2016,12
2362,38,3.9y,8.9,2016,12
2363,10,1836.9w,7.2,2016,12
2364,42,4.9y,,2015,12
2365,39,3.4y,7.1,2015,12
2366,46,3440.8w,6.8,2015,12
2367,6,2021.1w,7.2,2015,12
2368,54,25.5y,7,2014,12
2369,40,6.1y,7.3,2014,12
2370,63,5.5y,,2014,12
2371,2,1.1y,7.3,2014,12
2372,,11.6w,7.1,2014,12
2373,65,2.8y,6.6,2013,12
2374,50,3.8y,,2013,12
2375,60,17.1y,6.8,2013,12
2376,34,1288.7w,7.5,2013,12
2377,41,7882.5w,,2013,12
2378,40,6713.6w,,2013,12
2379,30,6724.4w,,2013,12
2380,,4348.9w,7,2013,12
2381,30,2.8y,8.2,2012,12
2382,56,24.1y,7.4,2012,12
2383,102,2.8y,7.1,2012,12
2384,33,3563.6w,7.5,2012,12
2385,38,6952.3w,8,2012,12
2386,42,5.4y,7.7,2012,12
2387,43,1.7y,,2012,12
2388,42,5479.1w,7.6,2012,12
2389,27,1.1y,,2012,12
2390,42,2.5y,7.3,2012,12
2391,30,1343.5w,,2012,12
2392,36,2.0y,7.6,2011,12
2393,34,1.7y,,2011,12
2394,30,2897.2w,,2011,12
2395,32,5667.6w,7.5,2011,12
2396,43,3086.7w,7.5,2011,12
2397,34,7432.3w,7.5,2011,12
2398,33,5830.7w,,2011,12
2399,37,1205.3w,7.4,2011,12
2400,36,606.0w,,2011,12
2401,12,478.7w,7.2,2021,13
2402,12,621.9w,7.2,2021,13
2403,42,12.0y,7.5,2020,13
2404,38,8836.8w,7.5,2020,13
2405,38,3925.9w,7.4,2020,13
2406,40,440.2w,7.4,2020,13
2407,62,2.2y,7.3,2020,13
2408,36,20.9y,8,2019,13
2409,43,28.3y,7.6,2019,13
2410,38,2.9y,7.5,2019,13
2411,24,2.0y,7.4,2019,13
2412,37,1.6y,7.4,2019,13
2413,12,2193.1w,7.3,2019,13
2414,20,1.0y,7.7,2019,13
2415,30,27.3y,8.3,2018,13
2416,56,41.8y,7.9,2018,13
2417,30,16.6y,8.3,2018,13
2418,46,6.4y,,2018,13
2419,20,5.0y,7.5,2018,13
2420,35,3344.4w,7.4,2018,13
2421,24,1.3y,7.2,2018,13
2422,26,4.6y,7.9,2018,13
2423,35,2.1y,7.4,2018,13
2424,10,1.3y,7.6,2018,13
2425,8,204.1w,9.2,2018,13
2426,8,520.2w,8.3,2018,13
2427,,58.8w,8.1,2018,13
2428,20,8.4y,8.4,2017,13
2429,20,6.6y,8.4,2017,13
2430,30,23.4y,8.5,2017,13
2431,30,15.0y,8.5,2017,13
2432,20,4.9y,8,2017,13
2433,42,16.3y,7.5,2017,13
2434,42,2.7y,,2017,13
2435,25,3.5y,7.9,2017,13
2436,10,3083.1w,8.7,2017,13
2437,50,1288.5w,,2017,13
2438,22,4527.4w,7.2,2017,13
2439,15,7400.5w,7.3,2017,13
2440,20,2196.9w,6.8,2017,13
2441,12,983.8w,7.1,2017,13
2442,24,666.2w,7.1,2017,13
2443,8,181.7w,7.8,2017,13
2444,22,1.3y,8.8,2016,13
2445,12,5.7y,8.5,2016,13
2446,32,2.7y,8,2016,13
2447,36,2.2y,7.2,2016,13
2448,37,2.5y,8.9,2016,13
2449,36,9191.0w,7.6,2016,13
2450,16,1.1y,7.6,2016,13
2451,200,4230.5w,7.3,2016,13
2452,16,1.7y,7.4,2016,13
2453,3,1884.1w,8.7,2016,13
2454,10,956.1w,8.1,2016,13
2455,24,6445.9w,7.3,2016,13
2456,42,7214.9w,7.7,2016,13
2457,3,1271.5w,8.4,2016,13
2458,30,6270.5w,8.2,2016,13
2459,4,3594.9w,7.2,2016,13
2460,16,5.5y,7.2,2016,13
2461,10,1836.9w,7.2,2016,13
2462,10,1089.8w,8.6,2016,13
2463,20,2423.9w,7.2,2016,13
2464,8,244.3w,7.9,2016,13
2465,12,1.1y,7.1,2016,13
2466,10,7135.1w,7.6,2016,13
2467,6,274.6w,7.1,2016,13
2468,6,897.8w,7.1,2016,13
2469,15,1.1y,7.1,2016,13
2470,8,30.8w,7.1,2016,13
2471,12,598.7w,7,2016,13
2472,38,2.8y,,2015,13
2473,33,17.1y,8.3,2015,13
2474,22,1.8y,8.7,2015,13
2475,32,13.1y,8.2,2015,13
2476,38,2.9y,8,2015,13
2477,42,2.0y,7.8,2015,13
2478,35,2.3y,7.8,2015,13
2479,43,1.7y,,2015,13
2480,48,3740.4w,7.8,2015,13
2481,42,1.9y,,2015,13
2482,15,5186.6w,7.5,2015,13
2483,8,1.8y,7.3,2015,13
2484,10,1594.1w,7.3,2015,13
2485,10,4269.8w,8.4,2015,13
2486,20,1292.4w,7.2,2015,13
2487,12,3619.6w,7.2,2015,13
2488,10,1.2y,7.8,2015,13
2489,20,361.3w,7.2,2015,13
2490,12,165.5w,7.1,2015,13
2491,22,74.2w,7.1,2015,13
2492,4,1967.5w,7.1,2015,13
2493,12,2226.9w,7.1,2015,13
2494,12,7710.2w,7.1,2015,13
2495,16,4385.4w,7.1,2015,13
2496,,209.9w,6.4,2015,13
2497,6,36.1w,7,2015,13
2498,,1012.2w,7.4,2015,13
2499,,199.6w,7.3,2015,13
2500,24,2.9y,8.5,2014,13
2501,43,9.7y,8.5,2014,13
2502,33,3.1y,8.4,2014,13
2503,22,1.8y,8.7,2014,13
2504,34,1.9y,8.5,2014,13
2505,4,3042.4w,,2014,13
2506,86,799.1w,7,2014,13
2507,30,9246.4w,,2014,13
2508,46,2.5y,,2014,13
2509,38,4221.3w,7.9,2014,13
2510,42,3665.6w,7.5,2014,13
2511,32,4.1y,,2014,13
2512,588,6370.8w,7.4,2014,13
2513,49,3.6y,,2014,13
2514,34,2.1y,6.4,2014,13
2515,30,4662.1w,,2014,13
2516,38,2.0y,8.2,2014,13
2517,8,1451.5w,9.1,2014,13
2518,60,4.3y,7.4,2014,13
2519,7,1198.4w,8.8,2014,13
2520,12,220.4w,8.8,2014,13
2521,12,1462.7w,,2014,13
2522,8,91.7w,8.9,2014,13
2523,10,173.5w,9.1,2014,13
2524,20,5681.2w,7,2014,13
2525,12,2553.6w,7.2,2014,13
2526,7,167.6w,8.5,2014,13
2527,,1164.0w,,2014,13
2528,10,334.0w,7.1,2014,13
2529,1,77.2w,7.1,2014,13
2530,32,1.6y,8.7,2013,13
2531,60,17.1y,6.8,2013,13
2532,24,1.9y,9,2013,13
2533,40,6.1y,8.5,2013,13
2534,33,1078.1w,8.4,2013,13
2535,34,1.1y,7.5,2013,13
2536,26,1808.7w,,2013,13
2537,29,1495.3w,,2013,13
2538,28,1636.0w,,2013,13
2539,30,7612.1w,7.3,2013,13
2540,32,1472.6w,,2013,13
2541,30,685.0w,7.4,2013,13
2542,37,391.4w,7.3,2013,13
2543,38,4225.9w,8.1,2013,13
2544,32,1300.5w,8.6,2013,13
2545,6,1313.2w,8.9,2013,13
2546,25,996.1w,,2013,13
2547,10,259.8w,8.7,2013,13
2548,10,158.9w,9,2013,13
2549,6,128.0w,8.1,2013,13
2550,20,1.1y,7.3,2013,13
2551,12,232.5w,7.1,2013,13
2552,10,148.5w,7.1,2013,13
2553,,748.0w,9.3,2013,13
2554,8,193.9w,7.1,2013,13
2555,,20.5w,9,2013,13
2556,,7.3w,8.4,2013,13
2557,,12.3w,8,2013,13
2558,,12.7w,8.7,2013,13
2559,,5.6w,7.9,2013,13
2560,24,2.2y,9.2,2012,13
2561,32,6.1y,7.9,2012,13
2562,31,1840.4w,7.5,2012,13
2563,36,4108.6w,7.8,2012,13
2564,45,1.3y,,2012,13
2565,49,6639.8w,7.2,2012,13
2566,33,6091.1w,,2012,13
2567,28,1932.4w,,2012,13
2568,44,1.3y,,2012,13
2569,34,1235.0w,7.8,2012,13
2570,34,1.0y,,2012,13
2571,28,2049.4w,7.3,2012,13
2572,29,298.0w,,2012,13
2573,8,358.0w,8.7,2012,13
2574,26,94.2w,,2012,13
2575,6,471.5w,9.1,2012,13
2576,40,330.3w,,2012,13
2577,15,906.9w,8,2012,13
2578,20,5277.5w,,2012,13
2579,20,4338.8w,,2012,13
2580,,717.0w,9.3,2012,13
2581,,5.6w,8.8,2012,13
2582,,2.0w,7.5,2012,13
2583,,2.2w,8.5,2012,13
2584,,3.8w,8.1,2012,13
2585,,2.4w,8.9,2012,13
2586,,1.9w,7.4,2012,13
2587,,,8,2012,13
2588,,,7,2012,13
2589,,6.6w,7.6,2012,13
2590,23,3.3y,9.3,2011,13
2591,32,1.1y,,2011,13
2592,37,6609.2w,7.5,2011,13
2593,35,2053.9w,7.5,2011,13
2594,36,2071.7w,7.5,2011,13
2595,24,1659.4w,,2011,13
2596,26,3042.4w,,2011,13
2597,50,1100.4w,,2011,13
2598,28,1.4y,7.4,2011,13
2599,35,482.2w,7.4,2011,13
2600,23,2730.4w,,2011,13
2601,34,2569.1w,8,2011,13
2602,27,1560.2w,,2011,13
2603,32,179.8w,7.4,2011,13
2604,36,879.0w,,2011,13
2605,50,965.2w,,2011,13
2606,32,276.3w,7.3,2011,13
2607,38,1260.0w,7.7,2011,13
2608,8,476.2w,8.3,2011,13
2609,20,983.6w,,2011,13
2610,34,136.8w,7.2,2011,13
2611,24,103.6w,7.2,2011,13
2612,32,271.2w,7.2,2011,13
2613,4,486.4w,7.1,2011,13
2614,10,823.1w,7.1,2011,13
2615,20,38.5w,,2011,13
2616,9,234.1w,7.8,2011,13
2617,,717.0w,9.3,2011,13
2618,35,264.2w,7,2011,13
2619,,19.6w,8.9,2011,13
2620,4,1441.0w,7.3,2021,14
2621,18,1.7y,8.4,2019,14
2622,16,1.1y,7.4,2019,14
2623,10,6935.5w,8.6,2018,14
2624,10,1.3y,7.6,2018,14
2625,5,3014.3w,8.7,2018,14
2626,25,3.8y,8.5,2017,14
2627,9,2.4y,9.3,2017,14
2628,3,6356.7w,8,2017,14
2629,5,9296.5w,7.3,2017,14
2630,5,6548.4w,8.5,2017,14
2631,4,1050.6w,7.2,2017,14
2632,30,6.9y,,2016,14
2633,52,6.1y,,2016,14
2634,30,8.4y,,2016,14
2635,12,1.9y,8.6,2016,14
2636,25,5.3y,8.8,2016,14
2637,,4196.6w,7.2,2016,14
2638,24,4.7y,8.2,2015,14
2639,30,8563.9w,7.4,2015,14
2640,16,4.7y,8,2014,14
2641,50,3.2y,6.6,2013,14
2642,11,4.3y,7.8,2013,14
2643,100,1.8y,8,2013,14
2644,28,53.0y,9,2021,15
2645,44,1.7y,7.7,2021,15
2646,36,13.4y,9.1,2021,15
2647,12,1.1y,7.7,2021,15
2648,47,6.7y,7.6,2021,15
2649,16,3.0y,8.8,2021,15
2650,43,6.8y,7.5,2021,15
2651,30,1.1y,9.2,2021,15
2652,32,1.0y,7.5,2021,15
2653,34,7446.3w,7.5,2021,15
2654,12,783.0w,7.4,2021,15
2655,12,422.4w,7.5,2021,15
2656,44,14.3y,7.6,2020,15
2657,51,22.6y,9.1,2020,15
2658,57,22.0y,8.8,2020,15
2659,34,15.7y,7.6,2020,15
2660,70,33.4y,7.6,2020,15
2661,36,9.6y,7.6,2020,15
2662,49,13.6y,8.6,2020,15
2663,38,3.6y,7.6,2020,15
2664,46,2.8y,7.5,2020,15
2665,49,9.5y,7.6,2020,15
2666,44,12.1y,8.8,2020,15
2667,37,7.9y,7.6,2020,15
2668,51,5.9y,7.6,2020,15
2669,30,5.6y,7.5,2020,15
2670,40,3.1y,7.5,2020,15
2671,16,4.4y,8.3,2020,15
2672,24,2.2y,7.5,2020,15
2673,42,6.9y,7.5,2020,15
2674,30,2.1y,7.5,2020,15
2675,40,7.4y,7.5,2020,15
2676,24,1.6y,7.5,2020,15
2677,37,1.8y,7.5,2020,15
2678,25,2.1y,7.5,2020,15
2679,38,1.3y,7.5,2020,15
2680,30,5299.3w,7.4,2020,15
2681,30,6910.2w,7.4,2020,15
2682,20,2.3y,7.4,2020,15
2683,12,140.4w,7.2,2020,15
2684,,54.2w,7.1,2020,15
2685,,65.1w,7.1,2020,15
2686,,100.4w,7.1,2020,15
2687,46,7.9y,8.4,2019,15
2688,45,16.3y,8.1,2019,15
2689,24,11.6y,8.1,2019,15
2690,38,1.5y,7.6,2019,15
2691,35,3.6y,,2019,15
2692,30,13.7y,8.3,2019,15
2693,36,6.0y,7.5,2019,15
2694,32,6.8y,8.4,2019,15
2695,46,13.5y,7.9,2019,15
2696,42,2.3y,,2019,15
2697,24,6.0y,8,2019,15
2698,45,1.9y,8,2019,15
2699,45,1.2y,7.5,2019,15
2700,24,3.0y,7.5,2019,15
2701,40,5.4y,7.6,2019,15
2702,24,2.1y,7.5,2019,15
2703,30,5.7y,8.6,2019,15
2704,24,8975.9w,,2019,15
2705,24,2.0y,8,2019,15
2706,30,1.3y,8.5,2019,15
2707,24,2.0y,7.4,2019,15
2708,24,2.6y,7.4,2019,15
2709,24,4461.9w,7.3,2019,15
2710,,162.9w,7.2,2019,15
2711,36,24.9y,7.8,2018,15
2712,50,47.1y,7.2,2018,15
2713,30,16.8y,8.5,2018,15
2714,39,16.5y,8.8,2018,15
2715,50,10.2y,7.7,2018,15
2716,44,14.7y,8.1,2018,15
2717,38,5.4y,,2018,15
2718,46,1.1y,8.1,2018,15
2719,39,3.9y,,2018,15
2720,36,19.1y,8.2,2018,15
2721,40,3.7y,7.5,2018,15
2722,50,1.2y,7,2018,15
2723,47,7691.5w,8,2018,15
2724,31,6.5y,8.4,2018,15
2725,20,1.7y,7.3,2018,15
2726,8,3222.1w,7.4,2018,15
2727,,1.2y,7.3,2018,15
2728,,71.8w,8.1,2018,15
2729,40,8.0y,7.1,2018,15
2730,54,13.0y,,2017,15
2731,46,11.4y,9.3,2017,15
2732,30,10.5y,7.1,2017,15
2733,20,8.4y,8.4,2017,15
2734,40,5854.8w,7.5,2017,15
2735,20,6.6y,8.4,2017,15
2736,48,19.0y,8.4,2017,15
2737,38,4.8y,,2017,15
2738,31,7.4y,8,2017,15
2739,30,24.1y,8.2,2017,15
2740,39,4.9y,6.5,2017,15
2741,12,3547.8w,,2017,15
2742,30,5.6y,8.2,2017,15
2743,12,1.7y,8.8,2017,15
2744,30,1.2y,6.9,2017,15
2745,10,1.6y,7.9,2017,15
2746,48,8189.8w,8.2,2017,15
2747,12,2454.0w,8.7,2017,15
2748,18,2.3y,7.4,2017,15
2749,10,3156.8w,7.8,2017,15
2750,9,965.8w,7.4,2017,15
2751,12,2257.4w,,2017,15
2752,69,38.8y,8.1,2016,15
2753,12,2.6y,7.6,2016,15
2754,44,28.4y,,2016,15
2755,21,27.2y,8.4,2016,15
2756,50,9.2y,,2016,15
2757,44,3.6y,7.1,2016,15
2758,52,3.3y,8.7,2016,15
2759,44,8.0y,,2016,15
2760,33,3.3y,8.5,2016,15
2761,52,4.3y,,2016,15
2762,61,3.4y,7.9,2016,15
2763,32,1.6y,,2016,15
2764,32,3.7y,8.1,2016,15
2765,16,4.3y,9.3,2016,15
2766,36,1.5y,8.3,2016,15
2767,43,5.5y,8.4,2016,15
2768,40,2789.4w,7.4,2016,15
2769,16,3185.6w,7.4,2016,15
2770,12,6947.2w,8,2016,15
2771,40,385.2w,7.3,2016,15
2772,10,1251.6w,9.3,2016,15
2773,8,1642.8w,8.6,2016,15
2774,8,3193.8w,8.8,2016,15
2775,15,2.3y,7.3,2016,15
2776,48,36.5y,9.2,2015,15
2777,41,6.1y,,2015,15
2778,36,7.3y,,2015,15
2779,45,2.8y,,2015,15
2780,50,7.4y,7.7,2015,15
2781,42,3.7y,7.5,2015,15
2782,38,2.8y,,2015,15
2783,41,2.7y,9,2015,15
2784,35,1.4y,,2015,15
2785,30,2884.1w,7.5,2015,15
2786,44,1.8y,6.6,2015,15
2787,41,4.1y,7.3,2015,15
2788,36,1.4y,,2015,15
2789,60,4.4y,7.6,2015,15
2790,35,1.5y,,2015,15
2791,40,5728.7w,7.4,2015,15
2792,30,2.7y,,2015,15
2793,40,2.3y,7.9,2015,15
2794,26,1.6y,8,2015,15
2795,42,4656.3w,7.1,2015,15
2796,36,1.3y,,2015,15
2797,30,632.9w,7.3,2015,15
2798,8,1194.3w,7.2,2015,15
2799,7,1416.4w,7.2,2015,15
2800,21,137.5w,7.2,2015,15
2801,,2512.4w,8.4,2015,15
2802,,747.2w,6.7,2015,15
2803,,1189.8w,8.1,2015,15
2804,34,4.0y,8.9,2014,15
2805,46,7.8y,8.9,2014,15
2806,36,4.5y,,2014,15
2807,28,1.2y,,2014,15
2808,36,2.0y,7.5,2014,15
2809,34,2.2y,,2014,15
2810,38,1.5y,,2014,15
2811,40,4.2y,7.4,2014,15
2812,36,1.6y,7.9,2014,15
2813,46,3.4y,8.5,2014,15
2814,32,2.3y,,2014,15
2815,38,1.0y,7.5,2014,15
2816,33,7613.1w,8.5,2014,15
2817,38,1.2y,8.5,2014,15
2818,35,1453.2w,7,2014,15
2819,36,2.5y,8.5,2014,15
2820,22,3408.0w,8.7,2014,15
2821,8,2304.0w,9.3,2014,15
2822,13,2702.3w,8.2,2014,15
2823,10,1183.5w,8,2014,15
2824,10,1834.0w,8.8,2014,15
2825,10,1980.3w,9,2014,15
2826,30,1816.3w,7.3,2014,15
2827,17,2594.9w,8.4,2014,15
2828,8,351.3w,9.2,2014,15
2829,4,740.3w,7.3,2014,15
2830,3,592.4w,8.4,2014,15
2831,36,683.2w,7.3,2014,15
2832,,5916.8w,7.9,2014,15
2833,,901.4w,8.7,2014,15
2834,,563.8w,8.5,2014,15
2835,,558.4w,7.2,2014,15
2836,,171.6w,7.7,2014,15
2837,,396.1w,8.9,2014,15
2838,,15.4w,9.1,2014,15
2839,,44.8w,8.7,2014,15
2840,,23.4w,7.7,2014,15
2841,,110.1w,7.5,2014,15
2842,,5.3w,8.5,2014,15
2843,,3.1w,8.3,2014,15
2844,,,8.2,2014,15
2845,,,8.3,2014,15
2846,,7.2w,7.8,2014,15
2847,34,2.1y,8.2,2013,15
2848,33,1.6y,6.8,2013,15
2849,36,2.8y,,2013,15
2850,30,2.4y,,2013,15
2851,26,5526.4w,7.5,2013,15
2852,30,2594.3w,7.5,2013,15
2853,35,5529.2w,7.5,2013,15
2854,42,1.2y,7.5,2013,15
2855,24,9870.3w,7.4,2013,15
2856,25,2929.3w,7.4,2013,15
2857,5,902.6w,8.6,2013,15
2858,22,4786.9w,8.5,2013,15
2859,30,1712.0w,,2013,15
2860,13,2827.8w,8.2,2013,15
2861,32,2779.1w,,2013,15
2862,10,3156.0w,8.6,2013,15
2863,30,1658.2w,,2013,15
2864,35,1219.0w,7.9,2013,15
2865,38,1.2y,8.7,2013,15
2866,12,318.0w,9.3,2013,15
2867,30,1682.8w,,2013,15
2868,20,1334.8w,,2013,15
2869,31,1136.1w,7.3,2013,15
2870,20,1017.9w,7.3,2013,15
2871,18,578.4w,8.6,2013,15
2872,3,182.2w,8.2,2013,15
2873,5,283.7w,8.4,2013,15
2874,,451.8w,8.3,2013,15
2875,,46.8w,8.6,2013,15
2876,,5.0w,8.4,2013,15
2877,,25.0w,7.4,2013,15
2878,,4.5w,8,2013,15
2879,,2.9w,7.7,2013,15
2880,,3.0w,7.4,2013,15
2881,,3.0w,8.5,2013,15
2882,,1.7w,7.9,2013,15
2883,30,2.0y,7.7,2012,15
2884,22,8036.4w,7.5,2012,15
2885,34,1.1y,,2012,15
2886,39,278.4w,7.4,2012,15
2887,30,2414.8w,7.5,2012,15
2888,36,6823.8w,7.7,2012,15
2889,32,4469.9w,8.1,2012,15
2890,34,2689.6w,7.4,2012,15
2891,25,5132.4w,,2012,15
2892,13,839.0w,7.7,2012,15
2893,12,490.7w,9.3,2012,15
2894,4,596.2w,8.9,2012,15
2895,4,238.1w,9.1,2012,15
2896,13,187.5w,8.6,2012,15
2897,13,193.5w,8.5,2012,15
2898,2,112.5w,8.5,2012,15
2899,,365.9w,8.2,2012,15
2900,,49.6w,7.5,2012,15
2901,,25.4w,8.1,2012,15
2902,,12.7w,8.5,2012,15
2903,,1.5w,8.4,2012,15
2904,,2.8w,8.5,2012,15
2905,,1.4w,7.4,2012,15
2906,,2.5w,8.6,2012,15
2907,,,7,2012,15
2908,20,1746.6w,,2011,15
2909,26,5554.0w,6.9,2011,15
2910,24,3.2y,,2011,15
2911,34,2.7y,8.5,2011,15
2912,32,1.0y,7.9,2011,15
2913,35,4413.6w,7.9,2011,15
2914,36,7690.3w,7.5,2011,15
2915,32,7267.6w,7.9,2011,15
2916,26,8104.9w,,2011,15
2917,29,7530.3w,,2011,15
2918,26,7601.8w,,2011,15
2919,30,6283.3w,7.4,2011,15
2920,33,7707.2w,7.8,2011,15
2921,34,4157.2w,,2011,15
2922,28,8001.2w,7.9,2011,15
2923,36,9705.2w,8.3,2011,15
2924,16,1.2y,9.4,2011,15
2925,37,5318.2w,,2011,15
2926,24,1.9y,,2011,15
2927,35,6370.1w,,2011,15
2928,30,1.2y,8.1,2011,15
2929,30,1149.1w,7.4,2011,15
2930,36,2069.5w,7.4,2011,15
2931,22,3141.6w,7.4,2011,15
2932,26,6539.3w,,2011,15
2933,10,4811.5w,8.7,2011,15
2934,22,5991.4w,8.1,2011,15
2935,30,1941.4w,7.4,2011,15
2936,30,3100.7w,7.8,2011,15
2937,40,746.5w,8.1,2011,15
2938,21,985.8w,,2011,15
2939,31,8080.9w,7.8,2011,15
2940,30,1071.2w,7,2011,15
2941,20,591.3w,,2011,15
2942,12,484.6w,9.2,2011,15
2943,13,191.5w,8.7,2011,15
2944,,9.1w,8.6,2011,15
2945,,22.5w,9.1,2011,15
2946,,6.4w,8.8,2011,15
2947,,3.6w,8.5,2011,15
2948,,3.8w,8.6,2011,15
2949,,1.6w,8.5,2011,15
2950,,1.4w,7.5,2011,15
2951,,,7.5,2011,15
2952,,,7.6,2011,15
