status,play number,score,year,topic
36,6.0y,7.5,2019,15
32,6.8y,8.4,2019,15
46,13.5y,7.9,2019,15
42,2.3y,,2019,15
24,6.0y,8,2019,15
45,1.9y,8,2019,15
45,1.2y,7.5,2019,15
24,3.0y,7.5,2019,15
40,5.4y,7.6,2019,15
24,2.1y,7.5,2019,15
30,5.7y,8.6,2019,15
24,8975.9w,,2019,15
24,2.0y,8,2019,15
30,1.3y,8.5,2019,15
24,2.0y,7.4,2019,15
24,2.6y,7.4,2019,15
24,4461.9w,7.3,2019,15
,162.9w,7.2,2019,15
36,24.9y,7.8,2018,15
50,47.1y,7.2,2018,15
30,16.8y,8.5,2018,15
39,16.5y,8.8,2018,15
50,10.2y,7.7,2018,15
44,14.7y,8.1,2018,15
38,5.4y,,2018,15
46,1.1y,8.1,2018,15
39,3.9y,,2018,15
36,19.1y,8.2,2018,15
40,3.7y,7.5,2018,15
50,1.2y,7,2018,15
47,7691.5w,8,2018,15
31,6.5y,8.4,2018,15
20,1.7y,7.3,2018,15
8,3222.1w,7.4,2018,15
,1.2y,7.3,2018,15
,71.8w,8.1,2018,15
40,8.0y,7.1,2018,15
54,13.0y,,2017,15
46,11.4y,9.3,2017,15
30,10.5y,7.1,2017,15
20,8.4y,8.4,2017,15
40,5854.8w,7.5,2017,15
20,6.6y,8.4,2017,15
48,19.0y,8.4,2017,15
38,4.8y,,2017,15
31,7.4y,8,2017,15
30,24.1y,8.2,2017,15
39,4.9y,6.5,2017,15
12,3547.8w,,2017,15
30,5.6y,8.2,2017,15
12,1.7y,8.8,2017,15
30,1.2y,6.9,2017,15
10,1.6y,7.9,2017,15
48,8189.8w,8.2,2017,15
12,2454.0w,8.7,2017,15
18,2.3y,7.4,2017,15
10,3156.8w,7.8,2017,15
9,965.8w,7.4,2017,15
12,2257.4w,,2017,15
69,38.8y,8.1,2016,15
12,2.6y,7.6,2016,15
44,28.4y,,2016,15
21,27.2y,8.4,2016,15
50,9.2y,,2016,15
44,3.6y,7.1,2016,15
52,3.3y,8.7,2016,15
44,8.0y,,2016,15
33,3.3y,8.5,2016,15
52,4.3y,,2016,15
61,3.4y,7.9,2016,15
32,1.6y,,2016,15
32,3.7y,8.1,2016,15
16,4.3y,9.3,2016,15
36,1.5y,8.3,2016,15
43,5.5y,8.4,2016,15
40,2789.4w,7.4,2016,15
16,3185.6w,7.4,2016,15
12,6947.2w,8,2016,15
40,385.2w,7.3,2016,15
10,1251.6w,9.3,2016,15
8,1642.8w,8.6,2016,15
8,3193.8w,8.8,2016,15
15,2.3y,7.3,2016,15
48,36.5y,9.2,2015,15
41,6.1y,,2015,15
36,7.3y,,2015,15
45,2.8y,,2015,15
50,7.4y,7.7,2015,15
42,3.7y,7.5,2015,15
38,2.8y,,2015,15
41,2.7y,9,2015,15
35,1.4y,,2015,15
30,2884.1w,7.5,2015,15
44,1.8y,6.6,2015,15
41,4.1y,7.3,2015,15
36,1.4y,,2015,15
60,4.4y,7.6,2015,15
35,1.5y,,2015,15
40,5728.7w,7.4,2015,15
30,2.7y,,2015,15
40,2.3y,7.9,2015,15
26,1.6y,8,2015,15
42,4656.3w,7.1,2015,15
36,1.3y,,2015,15
30,632.9w,7.3,2015,15
8,1194.3w,7.2,2015,15
7,1416.4w,7.2,2015,15
21,137.5w,7.2,2015,15
,2512.4w,8.4,2015,15
,747.2w,6.7,2015,15
,1189.8w,8.1,2015,15
34,4.0y,8.9,2014,15
46,7.8y,8.9,2014,15
36,4.5y,,2014,15
28,1.2y,,2014,15
36,2.0y,7.5,2014,15
34,2.2y,,2014,15
38,1.5y,,2014,15
40,4.2y,7.4,2014,15
36,1.6y,7.9,2014,15
46,3.4y,8.5,2014,15
32,2.3y,,2014,15
38,1.0y,7.5,2014,15
33,7613.1w,8.5,2014,15
38,1.2y,8.5,2014,15
35,1453.2w,7,2014,15
36,2.5y,8.5,2014,15
22,3408.0w,8.7,2014,15
8,2304.0w,9.3,2014,15
13,2702.3w,8.2,2014,15
10,1183.5w,8,2014,15
10,1834.0w,8.8,2014,15
10,1980.3w,9,2014,15
30,1816.3w,7.3,2014,15
17,2594.9w,8.4,2014,15
8,351.3w,9.2,2014,15
4,740.3w,7.3,2014,15
3,592.4w,8.4,2014,15
36,683.2w,7.3,2014,15
,5916.8w,7.9,2014,15
,901.4w,8.7,2014,15
,563.8w,8.5,2014,15
,558.4w,7.2,2014,15
,171.6w,7.7,2014,15
,396.1w,8.9,2014,15
,15.4w,9.1,2014,15
,44.8w,8.7,2014,15
,23.4w,7.7,2014,15
,110.1w,7.5,2014,15
,5.3w,8.5,2014,15
,3.1w,8.3,2014,15
,,8.2,2014,15
,,8.3,2014,15
,7.2w,7.8,2014,15
34,2.1y,8.2,2013,15
33,1.6y,6.8,2013,15
36,2.8y,,2013,15
30,2.4y,,2013,15
26,5526.4w,7.5,2013,15
30,2594.3w,7.5,2013,15
35,5529.2w,7.5,2013,15
42,1.2y,7.5,2013,15
24,9870.3w,7.4,2013,15
25,2929.3w,7.4,2013,15
5,902.6w,8.6,2013,15
22,4786.9w,8.5,2013,15
30,1712.0w,,2013,15
13,2827.8w,8.2,2013,15
32,2779.1w,,2013,15
10,3156.0w,8.6,2013,15
30,1658.2w,,2013,15
35,1219.0w,7.9,2013,15
38,1.2y,8.7,2013,15
12,318.0w,9.3,2013,15
30,1682.8w,,2013,15
20,1334.8w,,2013,15
31,1136.1w,7.3,2013,15
20,1017.9w,7.3,2013,15
18,578.4w,8.6,2013,15
3,182.2w,8.2,2013,15
5,283.7w,8.4,2013,15
,451.8w,8.3,2013,15
,46.8w,8.6,2013,15
,5.0w,8.4,2013,15
,25.0w,7.4,2013,15
,4.5w,8,2013,15
,2.9w,7.7,2013,15
,3.0w,7.4,2013,15
,3.0w,8.5,2013,15
,1.7w,7.9,2013,15
30,2.0y,7.7,2012,15
22,8036.4w,7.5,2012,15
34,1.1y,,2012,15
39,278.4w,7.4,2012,15
30,2414.8w,7.5,2012,15
36,6823.8w,7.7,2012,15
32,4469.9w,8.1,2012,15
34,2689.6w,7.4,2012,15
25,5132.4w,,2012,15
13,839.0w,7.7,2012,15
12,490.7w,9.3,2012,15
4,596.2w,8.9,2012,15
4,238.1w,9.1,2012,15
13,187.5w,8.6,2012,15
13,193.5w,8.5,2012,15
2,112.5w,8.5,2012,15
,365.9w,8.2,2012,15
,49.6w,7.5,2012,15
,25.4w,8.1,2012,15
,12.7w,8.5,2012,15
,1.5w,8.4,2012,15
,2.8w,8.5,2012,15
,1.4w,7.4,2012,15
,2.5w,8.6,2012,15
,,7,2012,15
20,1746.6w,,2011,15
26,5554.0w,6.9,2011,15
24,3.2y,,2011,15
34,2.7y,8.5,2011,15
32,1.0y,7.9,2011,15
35,4413.6w,7.9,2011,15
36,7690.3w,7.5,2011,15
32,7267.6w,7.9,2011,15
26,8104.9w,,2011,15
29,7530.3w,,2011,15
26,7601.8w,,2011,15
30,6283.3w,7.4,2011,15
33,7707.2w,7.8,2011,15
34,4157.2w,,2011,15
28,8001.2w,7.9,2011,15
36,9705.2w,8.3,2011,15
16,1.2y,9.4,2011,15
37,5318.2w,,2011,15
24,1.9y,,2011,15
35,6370.1w,,2011,15
30,1.2y,8.1,2011,15
30,1149.1w,7.4,2011,15
36,2069.5w,7.4,2011,15
22,3141.6w,7.4,2011,15
26,6539.3w,,2011,15
10,4811.5w,8.7,2011,15
22,5991.4w,8.1,2011,15
30,1941.4w,7.4,2011,15
30,3100.7w,7.8,2011,15
40,746.5w,8.1,2011,15
21,985.8w,,2011,15
31,8080.9w,7.8,2011,15
30,1071.2w,7,2011,15
20,591.3w,,2011,15
12,484.6w,9.2,2011,15
13,191.5w,8.7,2011,15
,9.1w,8.6,2011,15
,22.5w,9.1,2011,15
,6.4w,8.8,2011,15
,3.6w,8.5,2011,15
,3.8w,8.6,2011,15
,1.6w,8.5,2011,15
,1.4w,7.5,2011,15
,,7.5,2011,15
,,7.6,2011,15
